l,n,freq,freq_err,height,height_err,width,width_err
1.0,-1.0,2141.8421341997664,2.0565320456461924,0.44410544706519817,0.32119883078261097,5.2798073232225535,5.958440109553039
1.0,-1.0,2272.5459848561336,0.8777419878843403,1.6160481057672311,0.9609541081300907,1.6294916553179715,1.9868163874647322
1.0,-1.0,2404.383063260122,0.2272433524227789,3.3354028889278284,1.856830234207505,1.049706835484015,0.5086951987032214
1.0,-1.0,2537.4468309194554,0.14833719853306673,5.497035334535541,3.7224856423303483,0.6805781128196114,0.3213328323327029
1.0,-1.0,2671.3106415531875,0.1780231077222874,5.762437655357341,2.7993405188616767,1.036499789562541,0.3486755859239545
1.0,-1.0,2804.677971370004,0.12921700603052919,9.791865721860269,4.79669854622799,0.804533527724638,0.2905834042056047
1.0,-1.0,2938.4357797872117,0.10490712029519575,19.139314508667017,7.7831913688137,0.8215817728191747,0.2187405318898611
1.0,-1.0,3072.359969186218,0.16031677881863698,8.659978171984797,3.431762865685739,1.2480430808743415,0.33005124121117396
1.0,-1.0,3206.5312470357103,0.22526105626485454,4.156488599667086,2.060827894691471,1.5067867168652158,0.6104240163345933
1.0,-1.0,3340.965439375633,0.2388097133052847,3.6721712473187487,1.5506205507023143,1.6015683668786673,0.560647130638411
1.0,-1.0,3475.3164928952356,0.500981313393423,1.7795910717939973,0.6241466860173832,3.4918089374967627,1.1449120274672506
1.0,-1.0,3609.134569460913,2.591251954231937,0.3316198689808904,0.24625364427646762,4.790271799119071,4.734721975627847
0.0,15.0,2210.0594645621472,2.3562716681553404,0.4865329248979108,0.5258430798252398,1.6035156763060396,1.6680426029315267
0.0,16.0,2342.339569642894,1.2464011405833682,1.0681022430889273,0.7564738795282686,2.679851328324926,3.1033791774458885
0.0,17.0,2473.442417484014,2.1392873350817125,1.2963520825483767,1.24794401431834,0.8445088520644785,0.8740146067198988
0.0,18.0,2607.303918467388,0.14835755285971255,5.841400164298196,3.39178886568308,0.8084610298903055,0.31514368246898594
0.0,19.0,2740.6865074192087,0.10583609739834908,12.256551487372034,6.1659984566955846,0.7253572339916642,0.23915098045996075
0.0,20.0,2873.6078058023654,0.11456541677337911,11.525569976288573,5.720379689690252,0.8238265469479505,0.2702356336955506
0.0,21.0,3007.3699531241227,0.17304530269279014,7.291955753838951,3.271110142199061,1.3673983393405087,0.41755730204109287
0.0,22.0,3140.821992097177,0.1941064664848775,5.784227273295151,3.361116665980833,1.3628397752768888,0.691551811429595
0.0,23.0,3274.4656025005524,0.35916439923906807,2.8942743997163167,1.4648780912944974,1.4244882489469695,0.7179946982507157
0.0,24.0,3409.5735188860976,1.176034755836386,1.0280252954047921,0.5813393397877686,3.714773257467332,2.9853629160753994
0.0,25.0,3546.4931936937537,2.169115286583758,0.7977129209653101,0.30660755525473005,7.400429480452174,2.9914751658407432
2.0,15.0,2334.1896326708406,0.7018791086479799,2.718540856267061,2.126421759813108,0.8638111731951758,1.5118642634484265
2.0,16.0,2466.701387448424,2.2588483838979907,1.0299205868700252,0.8826985576534232,1.0672324129932935,0.9498580400968774
2.0,17.0,2599.421979408504,0.4712215245935158,2.3922507215635456,1.4233044175550766,1.4606983272342988,0.6943848105859027
2.0,18.0,2733.3483989715064,0.6596964466848443,1.851221541195956,1.4851847008031533,1.7309676155887175,1.0807399376017766
2.0,19.0,2867.418179384078,0.14255048019364872,8.05021545758044,5.62163528798616,0.4976648164766476,0.2813072806196924
2.0,20.0,3001.625239151568,0.19415689222714047,5.784859255775422,3.3164120331566904,0.7721695905798936,0.3581997555528751
2.0,21.0,3132.0645841161218,1.9600388763271255,2.9216103890690306,2.5426017153560374,1.7017847944074767,2.5860582452587315
2.0,22.0,3269.719248458818,1.5398686017379415,2.385593856733931,1.7394742365081985,1.3582480251311886,1.230900841928137
2.0,24.0,3537.216893636395,4.004888319941275,0.36328433443666297,0.4258590516541476,2.535128289827954,3.0070347265550414
